i,j,gcd
46,62,2
46,63,1
46,64,2
46,65,1
46,66,2
46,67,1
46,68,2
46,69,23
46,70,2
46,71,1
46,72,2
46,73,1
46,74,2
46,75,1
46,76,2
46,77,1
46,78,2
46,79,1
46,80,2
46,81,1
46,82,2
46,83,1
46,84,2
46,85,1
46,86,2
46,87,1
46,88,2
46,89,1
46,90,2
46,91,1
46,92,46
46,93,1
46,94,2
46,95,1
46,96,2
46,97,1
46,98,2
46,99,1
47,0,47
47,1,1
47,2,1
47,3,1
47,4,1
47,5,1
47,6,1
47,7,1
47,8,1
47,9,1
47,10,1
47,11,1
47,12,1
47,13,1
47,14,1
47,15,1
47,16,1
47,17,1
47,18,1
47,19,1
47,20,1
47,21,1
47,22,1
47,23,1
47,24,1
47,25,1
47,26,1
47,27,1
47,28,1
47,29,1
47,30,1
47,31,1
47,32,1
47,33,1
47,34,1
47,35,1
47,36,1
47,37,1
47,38,1
47,39,1
47,40,1
47,41,1
47,42,1
47,43,1
47,44,1
47,45,1
47,46,1
47,47,47
47,48,1
47,49,1
47,50,1
47,51,1
47,52,1
47,53,1
47,54,1
47,55,1
47,56,1
47,57,1
47,58,1
47,59,1
47,60,1
47,61,1
47,62,1
47,63,1
47,64,1
47,65,1
47,66,1
47,67,1
47,68,1
47,69,1
47,70,1
47,71,1
47,72,1
47,73,1
47,74,1
47,75,1
47,76,1
47,77,1
47,78,1
47,79,1
47,80,1
47,81,1
47,82,1
47,83,1
47,84,1
47,85,1
47,86,1
47,87,1
47,88,1
47,89,1
47,90,1
47,91,1
47,92,1
47,93,1
47,94,47
47,95,1
47,96,1
47,97,1
47,98,1
47,99,1
48,0,48
48,1,1
48,2,2
48,3,3
48,4,4
48,5,1
48,6,6
48,7,1
48,8,8
48,9,3
48,10,2
48,11,1
48,12,12
48,13,1
48,14,2
48,15,3
48,16,16
48,17,1
48,18,6
48,19,1
48,20,4
48,21,3
48,22,2
48,23,1
48,24,24
48,25,1
48,26,2
48,27,3
48,28,4
48,29,1
48,30,6
48,31,1
48,32,16
48,33,3
48,34,2
48,35,1
48,36,12
48,37,1
48,38,2
48,39,3
48,40,8
48,41,1
48,42,6
48,43,1
48,44,4
48,45,3
48,46,2
48,47,1
48,48,48
48,49,1
48,50,2
48,51,3
48,52,4
48,53,1
48,54,6
48,55,1
48,56,8
48,57,3
48,58,2
48,59,1
48,60,12
48,61,1
48,62,2
48,63,3
48,64,16
48,65,1
48,66,6
48,67,1
48,68,4
48,69,3
48,70,2
48,71,1
48,72,24
48,73,1
48,74,2
48,75,3
48,76,4
48,77,1
48,78,6
48,79,1
48,80,16
48,81,3
48,82,2
48,83,1
48,84,12
48,85,1
48,86,2
48,87,3
48,88,8
48,89,1
48,90,6
48,91,1
48,92,4
48,93,3
48,94,2
48,95,1
48,96,48
48,97,1
48,98,2
48,99,3
49,0,49
49,1,1
49,2,1
49,3,1
49,4,1
49,5,1
49,6,1
49,7,7
49,8,1
49,9,1
49,10,1
49,11,1
49,12,1
49,13,1
49,14,7
49,15,1
49,16,1
49,17,1
49,18,1
49,19,1
49,20,1
49,21,7
49,22,1
49,23,1
49,24,1
49,25,1
49,26,1
49,27,1
49,28,7
49,29,1
49,30,1
49,31,1
49,32,1
49,33,1
49,34,1
49,35,7
49,36,1
49,37,1
49,38,1
49,39,1
49,40,1
49,41,1
49,42,7
49,43,1
49,44,1
49,45,1
49,46,1
49,47,1
49,48,1
49,49,49
49,50,1
49,51,1
49,52,1
49,53,1
49,54,1
49,55,1
49,56,7
49,57,1
49,58,1
49,59,1
49,60,1
49,61,1
49,62,1
49,63,7
49,64,1
49,65,1
49,66,1
49,67,1
49,68,1
49,69,1
49,70,7
49,71,1
49,72,1
49,73,1
49,74,1
49,75,1
49,76,1
49,77,7
49,78,1
49,79,1
49,80,1
49,81,1
49,82,1
49,83,1
49,84,7
49,85,1
49,86,1
49,87,1
49,88,1
49,89,1
49,90,1
49,91,7
49,92,1
49,93,1
49,94,1
49,95,1
49,96,1
49,97,1
49,98,49
49,99,1
50,0,50
50,1,1
50,2,2
50,3,1
50,4,2
50,5,5
50,6,2
50,7,1
50,8,2
50,9,1
50,10,10
50,11,1
50,12,2
50,13,1
50,14,2
50,15,5
50,16,2
50,17,1
50,18,2
50,19,1
50,20,10
50,21,1
50,22,2
50,23,1
50,24,2
50,25,25
50,26,2
50,27,1
50,28,2
50,29,1
50,30,10
50,31,1
50,32,2
50,33,1
50,34,2
50,35,5
50,36,2
50,37,1
50,38,2
50,39,1
50,40,10
50,41,1
50,42,2
50,43,1
50,44,2
50,45,5
50,46,2
50,47,1
50,48,2
50,49,1
50,50,50
50,51,1
50,52,2
50,53,1
50,54,2
50,55,5
50,56,2
50,57,1
50,58,2
50,59,1
50,60,10
50,61,1
50,62,2
50,63,1
50,64,2
50,65,5
50,66,2
50,67,1
50,68,2
50,69,1
50,70,10
50,71,1
50,72,2
50,73,1
50,74,2
50,75,25
50,76,2
50,77,1
50,78,2
50,79,1
50,80,10
50,81,1
50,82,2
50,83,1
50,84,2
50,85,5
50,86,2
50,87,1
50,88,2
50,89,1
50,90,10
50,91,1
50,92,2
50,93,1
50,94,2
50,95,5
50,96,2
50,97,1
50,98,2
50,99,1
51,0,51
51,1,1
51,2,1
51,3,3
51,4,1
51,5,1
51,6,3
51,7,1
51,8,1
51,9,3
51,10,1
51,11,1
51,12,3
51,13,1
51,14,1
51,15,3
51,16,1
51,17,17
51,18,3
51,19,1
51,20,1
51,21,3
51,22,1
51,23,1
51,24,3
51,25,1
51,26,1
51,27,3
51,28,1
51,29,1
51,30,3
51,31,1
51,32,1
51,33,3
51,34,17
51,35,1
51,36,3
51,37,1
51,38,1
51,39,3
51,40,1
51,41,1
51,42,3
51,43,1
51,44,1
51,45,3
51,46,1
51,47,1
51,48,3
51,49,1
51,50,1
51,51,51
51,52,1
51,53,1
51,54,3
51,55,1
51,56,1
51,57,3
51,58,1
51,59,1
51,60,3
51,61,1
51,62,1
51,63,3
51,64,1
51,65,1
51,66,3
51,67,1
51,68,17
51,69,3
51,70,1
51,71,1
51,72,3
51,73,1
51,74,1
51,75,3
51,76,1
51,77,1
51,78,3
51,79,1
51,80,1
51,81,3
51,82,1
51,83,1
51,84,3
51,85,17
51,86,1
51,87,3
51,88,1
51,89,1
51,90,3
51,91,1
51,92,1
51,93,3
51,94,1
51,95,1
51,96,3
51,97,1
51,98,1
51,99,3
52,0,52
52,1,1
52,2,2
52,3,1
52,4,4
52,5,1
52,6,2
52,7,1
52,8,4
52,9,1
52,10,2
52,11,1
52,12,4
52,13,13
52,14,2
52,15,1
52,16,4
52,17,1
52,18,2
52,19,1
52,20,4
52,21,1
52,22,2
52,23,1
52,24,4
52,25,1
52,26,26
52,27,1
52,28,4
52,29,1
52,30,2
52,31,1
52,32,4
52,33,1
52,34,2
52,35,1
52,36,4
52,37,1
52,38,2
52,39,13
52,40,4
52,41,1
52,42,2
52,43,1
52,44,4
52,45,1
52,46,2
52,47,1
52,48,4
52,49,1
52,50,2
52,51,1
52,52,52
52,53,1
52,54,2
52,55,1
52,56,4
52,57,1
52,58,2
52,59,1
52,60,4
52,61,1
52,62,2
52,63,1
52,64,4
52,65,13
52,66,2
52,67,1
52,68,4
52,69,1
52,70,2
52,71,1
52,72,4
52,73,1
52,74,2
52,75,1
52,76,4
52,77,1
52,78,26
52,79,1
52,80,4
52,81,1
52,82,2
52,83,1
52,84,4
52,85,1
52,86,2
52,87,1
52,88,4
52,89,1
52,90,2
52,91,13
52,92,4
52,93,1
52,94,2
52,95,1
52,96,4
52,97,1
52,98,2
52,99,1
53,0,53
53,1,1
53,2,1
53,3,1
53,4,1
53,5,1
53,6,1
53,7,1
53,8,1
53,9,1
53,10,1
53,11,1
53,12,1
53,13,1
53,14,1
53,15,1
53,16,1
53,17,1
53,18,1
53,19,1
53,20,1
53,21,1
53,22,1
53,23,1
53,24,1
53,25,1
53,26,1
53,27,1
53,28,1
53,29,1
53,30,1
53,31,1
53,32,1
53,33,1
53,34,1
53,35,1
53,36,1
53,37,1
53,38,1
53,39,1
53,40,1
53,41,1
53,42,1
53,43,1
53,44,1
53,45,1
53,46,1
53,47,1
53,48,1
53,49,1
53,50,1
53,51,1
53,52,1
53,53,53
53,54,1
53,55,1
53,56,1
53,57,1
53,58,1
53,59,1
53,60,1
53,61,1
53,62,1
53,63,1
53,64,1
53,65,1
53,66,1
53,67,1
53,68,1
53,69,1
53,70,1
53,71,1
53,72,1
53,73,1
53,74,1
53,75,1
53,76,1
53,77,1
53,78,1
53,79,1
53,80,1
53,81,1
53,82,1
53,83,1
53,84,1
53,85,1
53,86,1
53,87,1
53,88,1
53,89,1
53,90,1
53,91,1
53,92,1
53,93,1
53,94,1
53,95,1
53,96,1
53,97,1
53,98,1
53,99,1
54,0,54
54,1,1
54,2,2
54,3,3
54,4,2
54,5,1
54,6,6
54,7,1
54,8,2
54,9,9
54,10,2
54,11,1
54,12,6
54,13,1
54,14,2
54,15,3
54,16,2
54,17,1
54,18,18
54,19,1
54,20,2
54,21,3
54,22,2
54,23,1
54,24,6
54,25,1
54,26,2
54,27,27
54,28,2
54,29,1
54,30,6
54,31,1
54,32,2
54,33,3
54,34,2
54,35,1
54,36,18
54,37,1
54,38,2
54,39,3
54,40,2
54,41,1
54,42,6
54,43,1
54,44,2
54,45,9
54,46,2
54,47,1
54,48,6
54,49,1
54,50,2
54,51,3
54,52,2
54,53,1
54,54,54
54,55,1
54,56,2
54,57,3
54,58,2
54,59,1
54,60,6
54,61,1
54,62,2
54,63,9
54,64,2
54,65,1
54,66,6
54,67,1
54,68,2
54,69,3
54,70,2
54,71,1
54,72,18
54,73,1
54,74,2
54,75,3
54,76,2
54,77,1
54,78,6
54,79,1
54,80,2
54,81,27
54,82,2
54,83,1
54,84,6
54,85,1
54,86,2
54,87,3
54,88,2
54,89,1
54,90,18
54,91,1
54,92,2
54,93,3
54,94,2
54,95,1
54,96,6
54,97,1
54,98,2
54,99,9
55,0,55
55,1,1
55,2,1
55,3,1
55,4,1
55,5,5
55,6,1
55,7,1
55,8,1
55,9,1
55,10,5
55,11,11
55,12,1
55,13,1
55,14,1
55,15,5
55,16,1
55,17,1
55,18,1
55,19,1
55,20,5
55,21,1
55,22,11
55,23,1
55,24,1
55,25,5
55,26,1
55,27,1
55,28,1
55,29,1
55,30,5
55,31,1
55,32,1
55,33,11
55,34,1
55,35,5
55,36,1
55,37,1
55,38,1
55,39,1
55,40,5
55,41,1
55,42,1
55,43,1
55,44,11
55,45,5
55,46,1
55,47,1
55,48,1
55,49,1
55,50,5
55,51,1
55,52,1
55,53,1
55,54,1
55,55,55
55,56,1
55,57,1
55,58,1
55,59,1
55,60,5
55,61,1
55,62,1
55,63,1
55,64,1
55,65,5
55,66,11
55,67,1
55,68,1
55,69,1
55,70,5
55,71,1
55,72,1
55,73,1
55,74,1
55,75,5
55,76,1
55,77,11
55,78,1
55,79,1
55,80,5
55,81,1
55,82,1
55,83,1
55,84,1
55,85,5
55,86,1
55,87,1
55,88,11
55,89,1
55,90,5
55,91,1
55,92,1
55,93,1
55,94,1
55,95,5
55,96,1
55,97,1
55,98,1
55,99,11
56,0,56
56,1,1
56,2,2
56,3,1
56,4,4
56,5,1
56,6,2
56,7,7
56,8,8
56,9,1
56,10,2
56,11,1
56,12,4
56,13,1
56,14,14
56,15,1
56,16,8
56,17,1
56,18,2
56,19,1
56,20,4
56,21,7
56,22,2
56,23,1
56,24,8
56,25,1
56,26,2
56,27,1
56,28,28
56,29,1
56,30,2
56,31,1
56,32,8
56,33,1
56,34,2
56,35,7
56,36,4
56,37,1
56,38,2
56,39,1
56,40,8
56,41,1
56,42,14
56,43,1
56,44,4
56,45,1
56,46,2
56,47,1
56,48,8
56,49,7
56,50,2
56,51,1
56,52,4
56,53,1
56,54,2
56,55,1
56,56,56
56,57,1
56,58,2
56,59,1
56,60,4
56,61,1
56,62,2
56,63,7
56,64,8
56,65,1
56,66,2
56,67,1
56,68,4
56,69,1
56,70,14
56,71,1
56,72,8
56,73,1
56,74,2
56,75,1
56,76,4
56,77,7
56,78,2
56,79,1
56,80,8
56,81,1
56,82,2
56,83,1
56,84,28
56,85,1
56,86,2
56,87,1
56,88,8
56,89,1
56,90,2
56,91,7
56,92,4
56,93,1
56,94,2
56,95,1
56,96,8
56,97,1
56,98,14
56,99,1
57,0,57
57,1,1
57,2,1
57,3,3
57,4,1
57,5,1
57,6,3
57,7,1
57,8,1
57,9,3
57,10,1
57,11,1
57,12,3
57,13,1
57,14,1
57,15,3
57,16,1
57,17,1
57,18,3
57,19,19
57,20,1
57,21,3
57,22,1
57,23,1
57,24,3
57,25,1
57,26,1
57,27,3
57,28,1
57,29,1
57,30,3
57,31,1
57,32,1
57,33,3
57,34,1
57,35,1
57,36,3
57,37,1
57,38,19
57,39,3
57,40,1
57,41,1
57,42,3
57,43,1
57,44,1
57,45,3
57,46,1
57,47,1
57,48,3
57,49,1
57,50,1
57,51,3
57,52,1
57,53,1
57,54,3
57,55,1
57,56,1
57,57,57
57,58,1
57,59,1
57,60,3
57,61,1
57,62,1
57,63,3
57,64,1
57,65,1
57,66,3
57,67,1
57,68,1
57,69,3
57,70,1
57,71,1
57,72,3
57,73,1
57,74,1
57,75,3
57,76,19
57,77,1
57,78,3
57,79,1
57,80,1
57,81,3
57,82,1
57,83,1
57,84,3
57,85,1
57,86,1
57,87,3
57,88,1
57,89,1
57,90,3
57,91,1
57,92,1
57,93,3
57,94,1
57,95,19
57,96,3
57,97,1
57,98,1
57,99,3
58,0,58
58,1,1
58,2,2
58,3,1
58,4,2
58,5,1
58,6,2
58,7,1
58,8,2
58,9,1
58,10,2
58,11,1
58,12,2
58,13,1
58,14,2
58,15,1
58,16,2
58,17,1
58,18,2
58,19,1
58,20,2
58,21,1
58,22,2
58,23,1
58,24,2
58,25,1
58,26,2
58,27,1
58,28,2
58,29,29
58,30,2
58,31,1
58,32,2
58,33,1
58,34,2
58,35,1
58,36,2
58,37,1
58,38,2
58,39,1
58,40,2
58,41,1
58,42,2
58,43,1
58,44,2
58,45,1
58,46,2
58,47,1
58,48,2
58,49,1
58,50,2
58,51,1
58,52,2
58,53,1
58,54,2
58,55,1
58,56,2
58,57,1
58,58,58
58,59,1
58,60,2
58,61,1
58,62,2
58,63,1
58,64,2
58,65,1
58,66,2
58,67,1
58,68,2
58,69,1
58,70,2
58,71,1
58,72,2
58,73,1
58,74,2
58,75,1
58,76,2
58,77,1
58,78,2
58,79,1
58,80,2
58,81,1
58,82,2
58,83,1
58,84,2
58,85,1
58,86,2
58,87,29
58,88,2
58,89,1
58,90,2
58,91,1
58,92,2
58,93,1
58,94,2
58,95,1
58,96,2
58,97,1
58,98,2
58,99,1
59,0,59
59,1,1
59,2,1
59,3,1
59,4,1
59,5,1
59,6,1
59,7,1
59,8,1
59,9,1
59,10,1
59,11,1
59,12,1
59,13,1
59,14,1
59,15,1
59,16,1
59,17,1
59,18,1
59,19,1
59,20,1
59,21,1
59,22,1
59,23,1
59,24,1
59,25,1
59,26,1
59,27,1
59,28,1
59,29,1
59,30,1
59,31,1
59,32,1
59,33,1
59,34,1
59,35,1
59,36,1
59,37,1
59,38,1
59,39,1
59,40,1
59,41,1
59,42,1
59,43,1
59,44,1
59,45,1
59,46,1
59,47,1
59,48,1
59,49,1
59,50,1
59,51,1
59,52,1
59,53,1
59,54,1
59,55,1
59,56,1
59,57,1
59,58,1
59,59,59
59,60,1
59,61,1
59,62,1
59,63,1
59,64,1
59,65,1
59,66,1
59,67,1
59,68,1
59,69,1
59,70,1
59,71,1
59,72,1
59,73,1
59,74,1
59,75,1
59,76,1
59,77,1
59,78,1
59,79,1
59,80,1
59,81,1
59,82,1
59,83,1
59,84,1
59,85,1
59,86,1
59,87,1
59,88,1
59,89,1
59,90,1
59,91,1
59,92,1
59,93,1
59,94,1
59,95,1
59,96,1
59,97,1
59,98,1
59,99,1
60,0,60
60,1,1
60,2,2
60,3,3
60,4,4
60,5,5
60,6,6
60,7,1
60,8,4
60,9,3
60,10,10
60,11,1
60,12,12
60,13,1
60,14,2
60,15,15
60,16,4
60,17,1
60,18,6
60,19,1
60,20,20
60,21,3
60,22,2
60,23,1
60,24,12
60,25,5
60,26,2
60,27,3
60,28,4
60,29,1
60,30,30
60,31,1
60,32,4
60,33,3
60,34,2
60,35,5
60,36,12
60,37,1
60,38,2
60,39,3
60,40,20
60,41,1
60,42,6
60,43,1
60,44,4
60,45,15
60,46,2
60,47,1
60,48,12
60,49,1
60,50,10
60,51,3
60,52,4
60,53,1
60,54,6
60,55,5
60,56,4
60,57,3
60,58,2
60,59,1
60,60,60
60,61,1
60,62,2
60,63,3
60,64,4
60,65,5
60,66,6
60,67,1
60,68,4
60,69,3
60,70,10
60,71,1
60,72,12
60,73,1
60,74,2
60,75,15
60,76,4
60,77,1
60,78,6
60,79,1
60,80,20
60,81,3
60,82,2
60,83,1
60,84,12
60,85,5
60,86,2
60,87,3
60,88,4
60,89,1
60,90,30
60,91,1
60,92,4
60,93,3
60,94,2
60,95,5
60,96,12
60,97,1
60,98,2
60,99,3
61,0,61
61,1,1
61,2,1
61,3,1
61,4,1
61,5,1
61,6,1
61,7,1
61,8,1
61,9,1
61,10,1
61,11,1
61,12,1
61,13,1
61,14,1
61,15,1
61,16,1
61,17,1
61,18,1
61,19,1
61,20,1
61,21,1
61,22,1
61,23,1
61,24,1
61,25,1
61,26,1
61,27,1
61,28,1
61,29,1
61,30,1
61,31,1
61,32,1
61,33,1
61,34,1
61,35,1
61,36,1
61,37,1
61,38,1
61,39,1
61,40,1
61,41,1
61,42,1
61,43,1
61,44,1
61,45,1
61,46,1
61,47,1
61,48,1
61,49,1
61,50,1
61,51,1
61,52,1
61,53,1
61,54,1
61,55,1
61,56,1
61,57,1
61,58,1
61,59,1
61,60,1
61,61,61
61,62,1
61,63,1
61,64,1
61,65,1
61,66,1
61,67,1
61,68,1
61,69,1
61,70,1
61,71,1
61,72,1
61,73,1
61,74,1
61,75,1
61,76,1
61,77,1
61,78,1
61,79,1
61,80,1
61,81,1
61,82,1
61,83,1
61,84,1
61,85,1
61,86,1
61,87,1
61,88,1
61,89,1
61,90,1
61,91,1
61,92,1
61,93,1
61,94,1
61,95,1
61,96,1
61,97,1
61,98,1
61,99,1
62,0,62
62,1,1
62,2,2
62,3,1
62,4,2
62,5,1
62,6,2
62,7,1
62,8,2
62,9,1
62,10,2
62,11,1
62,12,2
62,13,1
62,14,2
62,15,1
62,16,2
62,17,1
62,18,2
62,19,1
62,20,2
62,21,1
62,22,2
62,23,1
62,24,2
62,25,1
62,26,2
62,27,1
62,28,2
62,29,1
62,30,2
62,31,31
62,32,2
62,33,1
62,34,2
62,35,1
62,36,2
62,37,1
62,38,2
62,39,1
62,40,2
62,41,1
62,42,2
62,43,1
62,44,2
62,45,1
62,46,2
62,47,1
62,48,2
62,49,1
62,50,2
62,51,1
62,52,2
62,53,1
62,54,2
62,55,1
62,56,2
62,57,1
62,58,2
62,59,1
62,60,2
62,61,1
62,62,62
62,63,1
62,64,2
62,65,1
62,66,2
62,67,1
62,68,2
62,69,1
62,70,2
62,71,1
62,72,2
62,73,1
62,74,2
62,75,1
62,76,2
62,77,1
62,78,2
62,79,1
62,80,2
62,81,1
62,82,2
62,83,1
62,84,2
62,85,1
62,86,2
62,87,1
62,88,2
62,89,1
62,90,2
62,91,1
62,92,2
62,93,31
62,94,2
62,95,1
62,96,2
62,97,1
62,98,2
62,99,1
63,0,63
63,1,1
63,2,1
63,3,3
63,4,1
63,5,1
63,6,3
63,7,7
63,8,1
63,9,9
63,10,1
63,11,1
63,12,3
63,13,1
63,14,7
63,15,3
63,16,1
63,17,1
63,18,9
63,19,1
63,20,1
63,21,21
63,22,1
63,23,1
63,24,3
63,25,1
63,26,1
63,27,9
63,28,7
63,29,1
63,30,3
63,31,1
63,32,1
63,33,3
63,34,1
63,35,7
63,36,9
63,37,1
63,38,1
63,39,3
63,40,1
63,41,1
63,42,21
63,43,1
63,44,1
63,45,9
63,46,1
63,47,1
63,48,3
63,49,7
63,50,1
63,51,3
63,52,1
63,53,1
63,54,9
63,55,1
63,56,7
63,57,3
63,58,1
63,59,1
63,60,3
63,61,1
63,62,1
63,63,63
63,64,1
63,65,1
63,66,3
63,67,1
63,68,1
63,69,3
63,70,7
63,71,1
63,72,9
63,73,1
63,74,1
63,75,3
63,76,1
63,77,7
63,78,3
63,79,1
63,80,1
63,81,9
63,82,1
63,83,1
63,84,21
63,85,1
63,86,1
63,87,3
63,88,1
63,89,1
63,90,9
63,91,7
63,92,1
63,93,3
63,94,1
63,95,1
63,96,3
63,97,1
63,98,7
63,99,9
64,0,64
64,1,1
64,2,2
64,3,1
64,4,4
64,5,1
64,6,2
64,7,1
64,8,8
64,9,1
64,10,2
64,11,1
64,12,4
64,13,1
64,14,2
64,15,1
64,16,16
64,17,1
64,18,2
64,19,1
64,20,4
64,21,1
64,22,2
64,23,1
64,24,8
64,25,1
64,26,2
64,27,1
64,28,4
64,29,1
64,30,2
64,31,1
64,32,32
64,33,1
64,34,2
64,35,1
64,36,4
64,37,1
64,38,2
64,39,1
64,40,8
64,41,1
64,42,2
64,43,1
64,44,4
64,45,1
64,46,2
64,47,1
64,48,16
64,49,1
64,50,2
64,51,1
64,52,4
64,53,1
64,54,2
64,55,1
64,56,8
64,57,1
64,58,2
64,59,1
64,60,4
64,61,1
64,62,2
64,63,1
64,64,64
64,65,1
64,66,2
64,67,1
64,68,4
64,69,1
64,70,2
64,71,1
64,72,8
64,73,1
64,74,2
64,75,1
64,76,4
64,77,1
64,78,2
64,79,1
64,80,16
64,81,1
64,82,2
64,83,1
64,84,4
64,85,1
64,86,2
64,87,1
64,88,8
64,89,1
64,90,2
64,91,1
64,92,4
64,93,1
64,94,2
64,95,1
64,96,32
64,97,1
64,98,2
64,99,1
65,0,65
65,1,1
65,2,1
65,3,1
65,4,1
65,5,5
65,6,1
65,7,1
65,8,1
65,9,1
65,10,5
65,11,1
65,12,1
65,13,13
65,14,1
65,15,5
65,16,1
65,17,1
65,18,1
65,19,1
65,20,5
65,21,1
65,22,1
65,23,1
65,24,1
65,25,5
65,26,13
65,27,1
65,28,1
65,29,1
65,30,5
65,31,1
65,32,1
65,33,1
65,34,1
65,35,5
65,36,1
65,37,1
65,38,1
65,39,13
65,40,5
65,41,1
65,42,1
65,43,1
65,44,1
65,45,5
65,46,1
65,47,1
65,48,1
65,49,1
65,50,5
65,51,1
65,52,13
65,53,1
65,54,1
65,55,5
65,56,1
65,57,1
65,58,1
65,59,1
65,60,5
65,61,1
65,62,1
65,63,1
65,64,1
65,65,65
65,66,1
65,67,1
65,68,1
65,69,1
65,70,5
65,71,1
65,72,1
65,73,1
65,74,1
65,75,5
65,76,1
65,77,1
65,78,13
65,79,1
65,80,5
65,81,1
65,82,1
65,83,1
65,84,1
65,85,5
65,86,1
65,87,1
65,88,1
65,89,1
65,90,5
65,91,13
65,92,1
65,93,1
65,94,1
65,95,5
65,96,1
65,97,1
65,98,1
65,99,1
66,0,66
66,1,1
66,2,2
66,3,3
66,4,2
66,5,1
66,6,6
66,7,1
66,8,2
66,9,3
66,10,2
66,11,11
66,12,6
66,13,1
66,14,2
66,15,3
66,16,2
66,17,1
66,18,6
66,19,1
66,20,2
66,21,3
66,22,22
66,23,1
66,24,6
66,25,1
66,26,2
66,27,3
66,28,2
66,29,1
66,30,6
66,31,1
66,32,2
66,33,33
66,34,2
66,35,1
66,36,6
66,37,1
66,38,2
66,39,3
66,40,2
66,41,1
66,42,6
66,43,1
66,44,22
66,45,3
66,46,2
66,47,1
66,48,6
66,49,1
66,50,2
66,51,3
66,52,2
66,53,1
66,54,6
66,55,11
66,56,2
66,57,3
66,58,2
66,59,1
66,60,6
66,61,1
66,62,2
66,63,3
66,64,2
66,65,1
66,66,66
66,67,1
66,68,2
66,69,3
66,70,2
66,71,1
66,72,6
66,73,1
66,74,2
66,75,3
66,76,2
66,77,11
66,78,6
66,79,1
66,80,2
66,81,3
66,82,2
66,83,1
66,84,6
66,85,1
66,86,2
66,87,3
66,88,22
66,89,1
66,90,6
66,91,1
66,92,2
66,93,3
66,94,2
66,95,1
66,96,6
66,97,1
66,98,2
66,99,33
67,0,67
67,1,1
67,2,1
67,3,1
67,4,1
67,5,1
67,6,1
67,7,1
67,8,1
67,9,1
67,10,1
67,11,1
67,12,1
67,13,1
67,14,1
67,15,1
67,16,1
67,17,1
67,18,1
67,19,1
67,20,1
67,21,1
67,22,1
67,23,1
67,24,1
67,25,1
67,26,1
67,27,1
67,28,1
67,29,1
67,30,1
67,31,1
67,32,1
67,33,1
67,34,1
67,35,1
67,36,1
67,37,1
67,38,1
67,39,1
67,40,1
67,41,1
67,42,1
67,43,1
67,44,1
67,45,1
67,46,1
67,47,1
67,48,1
67,49,1
67,50,1
67,51,1
67,52,1
67,53,1
67,54,1
67,55,1
67,56,1
67,57,1
67,58,1
67,59,1
67,60,1
67,61,1
67,62,1
67,63,1
67,64,1
67,65,1
67,66,1
67,67,67
67,68,1
67,69,1
67,70,1
67,71,1
67,72,1
67,73,1
67,74,1
67,75,1
67,76,1
67,77,1
67,78,1
67,79,1
67,80,1
67,81,1
67,82,1
67,83,1
67,84,1
67,85,1
67,86,1
67,87,1
67,88,1
67,89,1
67,90,1
67,91,1
67,92,1
67,93,1
67,94,1
67,95,1
67,96,1
67,97,1
67,98,1
67,99,1
68,0,68
68,1,1
68,2,2
68,3,1
68,4,4
68,5,1
68,6,2
68,7,1
68,8,4
68,9,1
68,10,2
68,11,1
68,12,4
68,13,1
68,14,2
68,15,1
68,16,4
68,17,17
68,18,2
68,19,1
68,20,4
68,21,1
68,22,2
68,23,1
68,24,4
68,25,1
68,26,2
68,27,1
68,28,4
68,29,1
68,30,2
68,31,1
68,32,4
68,33,1
68,34,34
68,35,1
68,36,4
68,37,1
68,38,2
68,39,1
68,40,4
68,41,1
68,42,2
68,43,1
68,44,4
68,45,1
68,46,2
68,47,1
68,48,4
68,49,1
68,50,2
68,51,17
68,52,4
68,53,1
68,54,2
68,55,1
68,56,4
68,57,1
68,58,2
68,59,1
68,60,4
68,61,1
68,62,2
68,63,1
68,64,4
68,65,1
68,66,2
68,67,1
68,68,68
68,69,1
68,70,2
68,71,1
68,72,4
68,73,1
68,74,2
68,75,1
68,76,4
68,77,1
68,78,2
68,79,1
68,80,4
68,81,1
68,82,2
68,83,1
68,84,4
68,85,17
68,86,2
68,87,1
68,88,4
68,89,1
68,90,2
68,91,1
68,92,4
68,93,1
68,94,2
68,95,1
68,96,4
68,97,1
68,98,2
68,99,1
69,0,69
69,1,1
69,2,1
69,3,3
69,4,1
69,5,1
69,6,3
69,7,1
69,8,1
69,9,3
69,10,1
69,11,1
69,12,3
69,13,1
69,14,1
69,15,3
69,16,1
69,17,1
69,18,3
69,19,1
69,20,1
69,21,3
69,22,1
69,23,23
69,24,3
69,25,1
69,26,1
69,27,3
69,28,1
69,29,1
69,30,3
69,31,1
69,32,1
69,33,3
69,34,1
69,35,1
69,36,3
69,37,1
69,38,1
69,39,3
69,40,1
69,41,1
69,42,3
69,43,1
69,44,1
69,45,3
69,46,23
69,47,1
69,48,3
69,49,1
69,50,1
69,51,3
69,52,1
69,53,1
69,54,3
69,55,1
69,56,1
69,57,3
69,58,1
69,59,1
69,60,3
69,61,1
69,62,1
69,63,3
69,64,1
69,65,1
69,66,3
69,67,1
69,68,1
69,69,69
69,70,1
69,71,1
69,72,3
69,73,1
69,74,1
69,75,3
69,76,1
69,77,1
69,78,3
69,79,1
69,80,1
69,81,3
69,82,1
69,83,1
69,84,3
69,85,1
69,86,1
69,87,3
69,88,1
69,89,1
69,90,3
69,91,1
69,92,23
69,93,3
